asc array
10,3
100,12
1000,136
5000,105
10000,90
100000,99
200000,191
300000,299
400000,372
500000,466
1000000,935
desc array
10,0
100,0
1000,15
5000,41
10000,6
100000,83
200000,170
300000,279
400000,350
500000,461
1000000,923
